gene	UNIPROT
LOC101858781	O95319
LOC101858781	O95319
LOC101858781	O95319
LOC101858781	O95319
LOC101860737	Q92752
LOC106011789	Q9UBC9
LOC101861207	P48730
LOC101861207	P48730
LOC101861207	P48730
LOC101861207	P48730
LOC101861890	P05423
LOC101862114	Q9Y3M2
LOC101862114	Q9Y3M2
LOC101862350	Q13472
LOC101862350	Q13472
LOC100533273	P30041
LOC101847037	Q9NP81
LOC101847037	Q9NP81
LOC118477703	Q96DM1
LOC101862798	Q9H2H8
LOC101847493	Q6P9B9
LOC101847725	Q8WXD0
LOC101863436	Q86UR1
LOC101863671	Q7L0R7
LOC101863671	Q7L0R7
LOC101863671	Q7L0R7
LOC101847959	P49366
LOC101845095	Q9UBN7
LOC101845095	Q9UBN7
LOC101864620	P48039
LOC101864390	Q16819
LOC101848204	Q8WWQ8
LOC101848204	Q8WWQ8
LOC101848204	Q8WWQ8
LOC101848434	Q8WWQ8
LOC101848434	Q8WWQ8
LOC101848434	Q8WWQ8
LOC101848434	Q8WWQ8
LOC101845327	P34981
LOC101848661	Q8WWQ8
LOC101848661	Q8WWQ8
LOC101848661	Q8WWQ8
LOC101848661	Q8WWQ8
LOC101848661	Q8WWQ8
LOC101845547	P34981
LOC101845547	P34981
LOC101845547	P34981
LOC101846350	O14841
LOC101846350	O14841
LOC101846350	O14841
LOC101846582	P18887
LOC101846582	P18887
LOC101852475	O76082
LOC101852929	Q8WXD0
LOC101850565	Q9P0L9
LOC101850803	Q13563
LOC101850803	Q13563
LOC101851641	Q9NYQ6
LOC101853620	Q9Y4F5
LOC101853620	Q9Y4F5
LOC106011797	P28566
LOC101853854	Q02505
LOC101857185	O95263
LOC106011802	Q03431
LOC101857406	Q03431
LOC101857643	Q13467
LOC101857643	Q13467
LOC101855492	Q8NHV1
LOC101855492	Q8NHV1
LOC101855257	Q8NHV1
LOC101857876	Q9UK41
LOC101855870	Q9NTX5
LOC101855870	Q9NTX5
LOC101858342	Q8IUH5
LOC101858342	Q8IUH5
LOC101858342	Q8IUH5
LOC101856265	P46020
LOC101856265	P46020
LOC101856265	P46020
LOC101856265	P46020
LOC101856265	P46020
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46020
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46020
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101856265	P46019
LOC101858554	Q9H093
LOC106011800	M0QZD8
LOC106011801	M0QZD8
LOC101858782	Q86SR1
LOC101860098	Q330K2
LOC101862271	Q96A19
LOC101862503	Q8TET4
LOC101860330	P78330
LOC101860330	P78330
LOC101860330	P78330
LOC101862948	Q8TED4
LOC101863187	Q9Y4B4
LOC101863187	Q9Y4B4
LOC101863187	Q9Y4B4
LOC101860814	Q13153
LOC101860814	Q13153
LOC101861042	Q05655
LOC101861042	Q05655
LOC101861042	Q05655
LOC101861042	Q05655
LOC101863672	Q6IWH7
LOC101863900	Q5T0D9
LOC101861728	Q5TGZ0
LOC101861728	Q5TGZ0
LOC101861728	Q5TGZ0
LOC101861728	Q5TGZ0
LOC101864145	O00748
LOC101864391	O95155
LOC101864391	O95155
LOC101864621	P21127
LOC106011806	Q6ZV89
LOC101853317	Q96B67
LOC101853555	Q13231
LOC101845096	Q9NRH2
LOC106011810	Q8N4B4
LOC101853788	O94778
LOC101845548	P45985
LOC101845548	P45985
LOC101845548	P45985
LOC101846351	P48544
LOC101846351	P48544
LOC101846351	P48544
LOC101847038	P63252
LOC101847038	P63252
LOC101847038	P63252
LOC101847038	P63252
LOC101847726	P29372
LOC101854018	P35348
LOC101848110	Q9UPN4
LOC101848355	O75175
LOC101848355	O75175
LOC101848355	O75175
LOC101848888	Q6UWP2
LOC101849927	Q9H3K2
LOC101849694	Q9Y5Z6
LOC101850336	Q8IX12
LOC101850336	Q8IX12
LOC101850566	P63173
LOC101850954	Q06210
LOC101850954	O94808
LOC101850954	O94808
LOC101850954	O94808
LOC101850954	O94808
LOC101850954	O94808
LOC101852408	P28340
LOC101852626	P50747
LOC101854497	Q8HWS3
LOC101861043	Q9UJ70
LOC101854950	O15144
LOC101855189	Q9UG63
LOC101855423	Q9P035
LOC101855423	Q15185
LOC101855423	Q15185
LOC101861282	P22105
LOC101861506	O76082
LOC101861729	Q96Q77
LOC101856266	Q5XG92
LOC101862414	P06276
LOC101862649	O00748
LOC101862873	O00748
LOC101863585	O00748
LOC118477718	O00748
LOC101863815	O00748
LOC118477719	P22303
LOC101856512	Q8NFZ3
LOC101864066	O00748
LOC101856735	P23141
LOC101864299	Q5XG92
LOC101856964	Q5XG92
LOC101857186	O00748
LOC101857407	O00748
LOC101857877	Q9NP58
LOC101857877	Q9NP58
LOC101857877	Q9NP58
LOC101857877	Q9NP58
LOC101858107	P34998
LOC101858628	Q13324
LOC101859015	P49720
LOC101859409	Q5TCZ1
LOC101859409	Q5TCZ1
LOC101859409	Q5TCZ1
LOC101859409	A1X283
LOC101859639	Q96EP1
LOC101860099	P49902
LOC101860099	P49902
LOC101860331	Q8IY51
LOC101864523	Q9H871
LOC101851041	Q86WG3
LOC101844996	Q8NHV1
LOC101845239	O43752
LOC101851268	P57772
LOC101851500	Q8NHV1
LOC118477721	Q6P9H5
LOC101845466	Q9BQ50
LOC101851949	Q9BQ50
LOC101851949	Q9BQ50
LOC101847494	Q8NBL1
LOC101846352	Q6ZUK4
LOC101847875	P00918
LOC101848290	Q8TBC4
LOC101848520	Q9Y3I1
LOC101848520	Q9Y3I1
LOC101852851	P23470
LOC101849211	Q16656
LOC101849211	Q16656
LOC101849211	Q16656
LOC101853088	Q6JEL2
LOC101853318	O60760
LOC101853318	O60760
LOC101853318	O60760
LOC106011817	O60760
LOC101853789	Q5VU97
LOC101849695	P08567
LOC101849928	P13611
LOC101854019	Q96GW7
LOC101850171	Q9P2C4
LOC101850171	Q9P2C4
LOC101850171	Q9P2C4
LOC101850567	Q8IY51
LOC101850567	Q8IY51
LOC101854255	Q13127
LOC101854255	Q13127
LOC101850804	Q8IXV7
LOC101850804	Q8IXV7
LOC101850804	Q8IXV7
LOC101850804	Q8IXV7
LOC101850804	Q8IXV7
LOC101850804	Q8IXV7
LOC101854498	Q96HN2
LOC101855101	Q9Y2U9
LOC101855101	Q9Y2U9
LOC101855101	Q9Y2U9
LOC101855101	Q9Y2U9
LOC101860100	Q6ZMP0
LOC101860100	Q6ZMP0
LOC101860100	Q6ZMP0
LOC101860100	Q6ZMP0
LOC101860100	Q6ZMP0
LOC101855871	Q8NEF9
LOC101855871	Q8NEF9
LOC101856099	O95072
LOC101856344	P62987
LOC101856344	P62987
LOC106011823	Q96PX8
LOC101860332	O15455
LOC101860573	Q9Y2P4
LOC101860816	O14975
LOC101856736	O14802
LOC101861044	Q99435
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101861283	Q9Y6R7
LOC101857408	Q5VUY2
LOC101857408	Q5VUY2
LOC101857408	Q5VUY2
LOC101857800	O95396
LOC101861954	P06276
LOC101858030	Q9BYC9
LOC101858271	Q8N357
LOC101858271	Q8N357
LOC101858493	P17029
LOC101858493	P17029
LOC101858493	P17029
LOC101858493	P17029
LOC101858493	P17029
LOC101858493	P17029
LOC101858493	P17029
LOC101858493	P17029
LOC101858493	P17029
LOC101859016	P35268
LOC101859640	Q86UV5
LOC101859640	Q86UV5
LOC101859640	Q86UV5
LOC101859640	Q86UV5
LOC101859858	Q9UBQ7
LOC101846885	P31249
LOC101847112	Q9NZ94
LOC101862650	O95218
LOC101862650	O95218
LOC101862186	Q8TAC1
LOC101847343	P54578
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC101847587	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC106011831	Q4LDE5
LOC101848044	Q4LDE5
LOC101848044	Q4LDE5
LOC101848044	Q4LDE5
LOC101848044	Q4LDE5
LOC101848044	Q4LDE5
LOC101848044	Q4LDE5
LOC101848044	Q4LDE5
LOC101848291	P31391
LOC101863023	O15118
LOC101863023	O15118
LOC101863023	O15118
LOC101848521	P54315
LOC101863586	Q8IWC1
LOC101863586	Q8IWC1
LOC101863983	Q9Y573
LOC101864225	Q13309
LOC101864225	Q13309
LOC101849212	O95390
LOC101849462	Q0VDD8
LOC101849696	Q9NWT1
LOC101849696	Q9NWT1
LOC101864622	Q9P0S9
LOC101845097	Q9BT73
LOC101845097	Q9BT73
LOC101849929	Q9P2K1
LOC106011835	Q5VU57
LOC101846353	Q15631
LOC101850172	Q9BY49
LOC101850417	Q9UKY7
LOC101850417	Q9UKY7
LOC101850417	Q9UKY7
LOC101850417	Q9UKY7
LOC101850650	A0FGR8
LOC101851128	Q9NVP4
LOC101851350	P09525
LOC101851350	P09525
LOC101851350	P09525
LOC106011008	Q92752
LOC101853001	Q86UE3
LOC101853001	Q86UE3
LOC101853001	Q86UE3
LOC101853001	Q86UE3
LOC101853001	Q86UE3
LOC101857718	Q96DM1
LOC101853237	Q14137
LOC101853462	P00505
LOC101853698	Q13884
LOC101853939	Q86U42
LOC101857949	Q9P260
LOC101857949	Q9P260
LOC101854171	O76082
LOC101858182	Q9UP83
LOC101855791	Q9BXW7
LOC101855562	P11309
LOC101856429	A8MWY0
LOC101856805	Q5T5A4
LOC101856805	Q5T5A4
LOC101858408	Q9HCM2
LOC101858629	Q9NUQ8
LOC101858629	Q9NUQ8
LOC101864067	O43614
LOC101858859	Q96PM5
LOC101859101	Q96E52
LOC101859331	Q9NWV4
LOC101859707	P21128
LOC118477733	P15918
LOC101864524	A0A1W2PN81
LOC101860496	Q92847
LOC101860738	P43405
LOC101860738	P43405
LOC101861284	Q96DM3
LOC101861508	Q8NAV1
LOC101861731	Q9UPV7
LOC101861955	P15927
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC106011840	Q9UF83
LOC101862187	Q9Y4Z0
LOC101862416	Q96EF9
LOC101862416	Q96K31
LOC101862416	Q96EF9
LOC101844997	Q8WVT3
LOC101862799	Q96A72
LOC101863024	P49770
LOC101863268	Q7RTV3
LOC101863673	Q8NC51
LOC101863673	Q8NC51
LOC101845240	O95391
LOC106011841	Q8N8R5
LOC101851269	O15550
LOC101851735	Q96RG2
LOC101845622	Q4KMZ1
LOC101851950	Q96E29
LOC101845851	Q9H993
LOC106011845	Q9H6R4
LOC101846504	Q9BX10
LOC101852410	Q6ZMV9
LOC106011846	Q6ZMV9
LOC101846734	Q86T65
LOC101847344	Q8N3R9
LOC101847344	Q8N3R9
LOC101847344	Q8N3R9
LOC101847344	Q8N3R9
LOC101847344	Q8N3R9
LOC101848522	Q96Q07
LOC101848522	Q96Q07
LOC101848752	Q92993
LOC101848752	Q92993
LOC101849131	P60900
LOC101849376	Q8TB61
LOC101849376	Q8TB61
LOC101849766	Q99497
LOC101850477	Q9NQS1
LOC101854256	P49961
LOC101851042	P38919
LOC101854499	Q92626
LOC101857486	P08263
LOC101854866	Q8NCG5
LOC101854866	Q8NCG5
LOC101855258	O00142
LOC106010962	O00142
LOC101856897	Q96RK4
LOC101858630	Q01484
LOC101858860	Q86WB7
LOC101859102	Q6WKZ4
LOC101857117	Q7L804
LOC101857117	Q7L804
LOC101859332	Q9UNQ0
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860497	Q5VYJ5
LOC101860739	Q8IVL5
LOC101860739	Q8IVL5
LOC101861208	Q9BR61
LOC101861439	Q9BSH5
LOC101861439	Q9BSH5
LOC101861439	Q9BSH5
LOC101862272	P49326
LOC101862504	Q9P1U0
LOC101862504	Q9P1U0
LOC101863269	P15848
LOC101846964	P15848
LOC101863513	Q8TEY7
LOC101863513	Q8TEY7
LOC101847188	P43155
LOC101863745	Q5VUE5
LOC106011856	Q6IQ22
LOC101847424	P21941
LOC101847424	P21941
LOC101847656	O95460
LOC101847656	O95460
LOC101847876	Q9Y2C3
LOC101848356	P09172
LOC106011860	P22310
LOC101848589	O95497
LOC101863984	P19526
LOC101848819	P08670
LOC101848819	P08670
LOC101848819	P08670
LOC101864226	P08670
LOC101864226	P08670
LOC101864226	P08670
LOC101864226	P08670
LOC101849767	P11047
LOC101849767	P11047
LOC101849767	P11047
LOC101849767	P11047
LOC101849767	P11047
LOC101849767	P11047
LOC106011857	P07942
LOC106011857	P07942
LOC106011857	P07942
LOC106011857	P07942
LOC106011857	P07942
LOC106011857	P07942
LOC101850003	P07942
LOC101850003	P07942
LOC101850003	P07942
LOC101850003	P07942
LOC101850003	P07942
LOC101850003	P07942
LOC101850003	P07942
LOC101850003	P07942
LOC101850246	Q13751
LOC101845241	Q5VZ52
LOC101845469	P61204
LOC101845693	Q9NZ63
LOC101850478	Q96DM1
LOC101850720	Q96DM1
LOC118477741	Q96DM1
LOC101850955	P26640
LOC101846138	P46779
LOC101851410	Q9Y6Y0
LOC101851410	Q9Y6Y0
LOC101851410	Q9Y6Y0
LOC101851642	Q11128
LOC101856100	Q9H3G5
LOC101856345	Q96JG6
LOC101852476	Q9Y2A7
LOC101852476	Q9Y2A7
LOC101852476	Q9Y2A7
LOC101852476	Q9Y2A7
LOC101852476	Q9Y2A7
LOC101852476	Q9Y2A7
LOC101852476	Q9Y2A7
LOC101852476	Q9Y2A7
LOC118477742	Q8IWA6
LOC101857024	Q9HCC0
LOC101852853	Q96CG8
LOC101857950	O95425
LOC101857950	O95425
LOC101854257	A8MPX8
LOC101854500	Q9NZQ0
LOC101854720	Q08289
LOC101854720	Q08289
LOC101854720	Q08289
LOC101854720	Q08289
LOC101854720	Q08289
LOC101854720	Q08289
LOC101854720	Q08289
LOC101854720	Q08289
LOC101854720	Q08289
LOC101855872	Q99612
LOC101855872	Q99612
LOC101861661	Q96NG3
LOC101862115	P12821
LOC101862115	P12821
LOC101862351	O75897
LOC101862583	Q14849
LOC101862583	Q14849
LOC118477744	Q14849
LOC101862800	O60285
LOC101863026	Q92752
LOC101859017	Q92752
LOC101859244	Q92752
LOC101859483	P48059
LOC101859483	P48059
LOC101859483	P48059
LOC101860498	Q9NPA3
LOC101863270	O15439
LOC101863514	Q96F10
LOC101863746	Q9H161
LOC101863985	A8MT70
LOC101864227	Q15459
LOC101864462	Q99805
LOC101860740	P78345
LOC101860976	Q9BY08
LOC101845098	Q07837
LOC101845329	Q8TEA8
LOC101845549	Q9H115
LOC101845925	Q8TBA6
LOC101845925	Q8TBA6
LOC101845925	Q8TBA6
LOC101846426	Q7L8W6
LOC101846426	Q7L8W6
LOC101846815	O00409
LOC101846815	O00409
LOC101850174	Q6ZSM3
LOC101847657	Q08170
LOC101847657	Q08170
LOC101847657	Q08170
LOC101848205	Q9ULG1
LOC101848205	Q9ULG1
LOC101848205	Q9ULG1
LOC101848205	Q9ULG1
LOC101848205	Q9ULG1
LOC101848590	Q9BUX1
LOC101848590	Q9BUX1
LOC101848820	Q9Y2W3
LOC101848820	Q9Y2W3
LOC106011875	Q9Y2W3
LOC101850651	O00548
LOC101850651	O00548
LOC100533458	P16104
LOC101852023	P30085
LOC101852246	Q15468
LOC101852246	Q15468
LOC101853165	O95402
LOC101853389	Q8TCT0
LOC101853621	Q96MN5
LOC101853855	A6NJV1
LOC106011881	Q9UKP5
LOC101854086	Q9NUQ2
LOC101854086	Q9NUQ2
LOC101854501	P52758
LOC101854501	P52758
LOC101858712	Q9H611
LOC101854867	P52758
LOC101855259	Q8WW35
LOC101858941	P46098
LOC101855494	Q6ZSM3
LOC101855494	Q6ZSM3
LOC101855727	Q9HAV4
LOC106010985	P08263
LOC101856182	P51948
LOC101856661	P55316
LOC101856898	P55316
LOC101859411	Q13231
LOC101857118	Q96KE9
LOC101857339	O96006
LOC101860101	Q3ZCX4
LOC101860101	Q3ZCX4
LOC101860101	Q3ZCX4
LOC101860333	P10646
LOC101860333	P10646
LOC101860333	P10646
LOC101860333	P10646
LOC101860574	P10646
LOC101860574	P10646
LOC101860574	P10646
LOC101860574	P10646
LOC101860574	P10646
LOC101857801	Q5MCW4
LOC101857801	Q5MCW4
LOC101857801	Q5MCW4
LOC101857801	Q5MCW4
LOC101857801	Q5MCW4
LOC101857801	Q5MCW4
LOC101860817	P10646
LOC101860817	P10646
LOC101860817	P10646
LOC101860817	P10646
LOC101846816	P05186
LOC101847039	O43822
LOC101861045	P0CK96
LOC101861285	Q8IZ02
LOC101861285	Q8IZ02
LOC101861662	O60725
LOC101861892	Q9BVG8
LOC101861892	Q9BVG8
LOC101847727	Q96KG7
LOC101847727	Q96KG7
LOC101847727	Q96KG7
LOC101847727	Q96KG7
LOC101847727	Q96KG7
LOC101847727	Q96KG7
LOC101847727	Q96KG7
LOC101847727	Q96KG7
LOC101847960	Q99538
LOC106011885	Q99538
LOC101862417	Q96BY9
LOC101862651	Q9BSQ5
LOC101848662	Q92968
LOC101863674	P62081
LOC101863674	P62081
LOC101863901	O60930
LOC101864146	Q16739
LOC101864392	Q9BV20
LOC101864623	Q6UW56
LOC101844999	Q9P0M2
LOC101844999	Q9P0M2
LOC101844999	Q9P0M2
LOC101845694	P56730
LOC101845694	P56730
LOC101845694	P56730
LOC101846139	Q9NR19
LOC101846355	Q9H4Z2
LOC101849377	P51532
LOC101849377	P51532
LOC101846583	Q8TDN6
LOC101849619	Q38SD2
LOC101851951	O00222
LOC101852179	B1AJZ9
LOC101852179	B1AJZ9
LOC101849846	Q8NC96
LOC101852411	P16066
LOC101852629	Q6NSJ0
LOC101850247	Q6NSJ0
LOC101850247	Q6NSJ0
LOC101850247	Q6NSJ0
LOC101853090	O43603
LOC101853320	Q9GZQ6
LOC101851736	Q9BWW4
LOC100533434	P61088
LOC101853791	Q9UQC9
LOC101854021	Q9Y2C3
LOC101854502	Q09470
LOC101854502	Q09470
LOC101855103	Q96H96
LOC101855103	Q96H96
LOC101855103	Q96H96
LOC101855103	Q96H96
LOC101855103	Q96H96
LOC101860655	A8K0Z3
LOC101855646	P50579
LOC101855873	Q9Y5Z4
LOC106011894	Q96DM1
LOC101856101	Q8N5X7
LOC101856101	Q8N5X7
LOC101856346	Q9NZB2
LOC101856346	Q9NZB2
LOC101856346	Q9NZB2
LOC101856346	Q9NZB2
LOC101856346	Q9NZB2
LOC101856346	Q9NZB2
LOC101857025	Q86YQ8
LOC101857025	Q86YQ8
LOC101857254	Q11128
LOC101857254	Q11128
LOC101861814	P10646
LOC101861814	P10646
LOC101861814	P10646
LOC101862036	P10646
LOC101862036	P10646
LOC101862036	P10646
LOC101862036	P10646
LOC106011893	P53985
LOC101864525	P05166
LOC101862584	Q8IUS5
LOC101862801	P05976
LOC101845000	O15530
LOC101863271	O43704
LOC106011899	O43451
LOC106011899	O43451
LOC106011900	O43451
LOC106011900	O43451
LOC101845470	P14410
LOC101845470	P14410
LOC101845695	Q6XPR3
LOC101845695	Q6XPR3
LOC101845695	Q6XPR3
LOC101847040	O15530
LOC101847496	Q9P225
LOC101847496	Q9P225
LOC106011904	O15374
LOC101863816	Q7L1S5
LOC101864068	O15440
LOC101864300	Q6ZSM3
LOC101864300	Q6ZSM3
LOC101864300	Q6ZSM3
LOC101848436	Q6IQ20
LOC101848436	Q6IQ20
LOC101848436	Q6IQ20
LOC101848971	Q6RW13
LOC118477769	Q96MS0
LOC101849463	Q6ZS10
LOC101850004	O60637
LOC101850248	P56937
LOC106011906	Q8WTU2
LOC106011906	Q8WTU2
LOC106011906	Q8WTU2
LOC106011906	Q8WTU2
LOC101850479	P48047
LOC106011905	O00370
LOC101850721	O43897
LOC101850721	O43897
LOC101850721	O43897
LOC101850721	O43897
LOC101851411	P09211
LOC101852247	P59910
LOC101852247	P59910
LOC101855563	Q6ZTR5
LOC101852478	P12277
LOC101852478	P06732
LOC101852478	P12277
LOC101854503	P61077
LOC101854503	P62837
LOC101854087	Q9BTZ2
LOC101854087	Q9BTZ2
LOC101863028	Q9HAS3
LOC101856662	Q9HAS3
LOC101856899	P36544
LOC101856899	P36544
LOC101856899	P36544
LOC101856899	P36544
LOC101857487	Q8NFC6
LOC101857487	Q8NFC6
LOC101857721	Q9UMX1
LOC101857721	Q9UMX1
LOC101857951	P61163
LOC101858185	Q8TDG4
LOC101858185	Q8TDG4
LOC101858185	Q8TDG4
LOC101858555	O94941
LOC101858555	O94941
LOC101858783	P0C025
LOC101859018	Q5U5R9
LOC101859018	Q5U5R9
LOC101859018	Q5U5R9
LOC101859245	O95271
LOC101859245	O95271
LOC101859642	Q01085
LOC101859642	Q01085
LOC101859642	Q01085
LOC101859642	Q01085
LOC101859642	Q01085
LOC101859642	Q01085
LOC101859642	Q01085
LOC101859642	Q01085
LOC101860818	Q96A46
LOC101860818	Q96A46
LOC101860818	Q96A46
LOC101860818	Q96A46
LOC101860818	Q96A46
LOC101860818	Q96A46
LOC101861365	Q9BRV3
LOC101861365	Q9BRV3
LOC101861732	O15126
LOC101861732	O15126
LOC101862274	Q13367
LOC106011908	Q6ZR08
LOC101863747	Q99853
LOC101862652	P13667
LOC101862652	P13667
LOC101862652	P13667
LOC101862652	P13667
LOC101862652	P13667
LOC101863986	Q9NZF1
LOC101864228	Q9H8Y8
LOC101864463	Q8TEB1
LOC101864463	Q8TEB1
LOC101864463	Q8TEB1
LOC101864463	Q8TEB1
LOC101864463	Q8TEB1
LOC101845243	P98194
LOC101845471	Q86VV8
LOC101847041	P78414
LOC101847264	P78414
LOC101847497	P04075
LOC101846073	O95551
LOC101846073	O95551
LOC101847962	Q9Y662
LOC101846427	A2RUC4
LOC101846654	Q16829
LOC101846654	Q16829
LOC101848357	P52799
LOC101848523	Q8N4V2
LOC101848753	Q9NTG7
LOC101849133	Q2T9J0
LOC101849133	Q2T9J0
LOC101849133	Q2T9J0
LOC101849698	Q9UBP6
LOC101853321	Q8WVX9
LOC101853321	Q8WVX9
LOC101849931	Q7Z6B0
LOC101853558	P19429
LOC101854022	P40313
LOC101850806	A0A1W2PN81
LOC101851043	P40616
LOC101854259	Q9BUP3
LOC101854259	Q9BUP3
LOC101851502	Q8TC57
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101854504	Q71SY5
LOC101852180	Q9HAU0
LOC101852180	Q9HAU0
LOC101852412	Q8TAC1
LOC101854951	Q15256
LOC101854951	Q15256
LOC101852855	Q9HCN4
LOC101852855	Q9HCN4
LOC101853091	Q504Y2
LOC101855191	Q9Y5T5
LOC101855191	Q9Y5T5
LOC101855191	Q9Y5T5
LOC101855191	Q9Y5T5
LOC106011918	Q96DM1
LOC101855564	Q9UNX4
LOC118477159	O00339
LOC118477159	O00339
LOC101859937	Q99715
LOC101859937	Q99715
LOC101859937	Q99715
LOC101859937	Q99715
LOC101860172	P05177
LOC101860414	Q92847
LOC101860656	Q6ZSM3
LOC101860897	Q8TF71
LOC101855793	P83881
LOC101856183	P25786
LOC101861126	Q7RTP6
LOC101861126	Q7RTP6
LOC101856577	Q8IYS2
LOC101856577	Q8IYS2
LOC101856807	Q86VH2
LOC101856807	Q86VH2
LOC101856807	Q86VH2
LOC101857026	Q6ZV73
LOC101857255	Q15649
LOC101857488	Q99538
LOC101858495	P36544
LOC101861815	Q08830
LOC101862037	P30532
LOC101862505	P47989
LOC101858862	O75600
LOC101858862	O75600
LOC101859246	O15155
LOC101847346	Q8IZN3
LOC101863439	Q9NWH2
LOC101863439	Q9NWH2
LOC101847588	Q92834
LOC106011924	Q8NDH3
LOC101847823	Q96A58
LOC101864301	Q9H628
LOC101864691	Q495M3
LOC101845099	Q9NU22
LOC101845099	Q9NU22
LOC101845330	O43929
LOC101845330	O43929
LOC101845929	A0A1B0GTD5
LOC101845929	A0A1B0GTD5
LOC101845697	P48643
LOC101848524	Q92752
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101848972	P35556
LOC101849464	P54315
LOC101849932	Q9BWQ8
LOC101846965	Q7Z429
LOC101850176	O14653
LOC100533220	Q01973
LOC101855105	Q9Y5X5
LOC101855105	Q9Y5X5
LOC118477160	Q8NBK3
LOC101850652	Q8NBK3
LOC101850892	Q9Y548
LOC101855794	Q6ZNA5
